Function Name,Parameters,Source File,Line Number
TemplateInfoCacheMixin:GetTemplateInfos,,Blizzard_SharedXMLBase\TemplateInfoCache.lua,32
CreateTemplateInfoCache,,Blizzard_SharedXMLBase\TemplateInfoCache.lua,36
GetTextureInfo,obj,Blizzard_SharedXMLBase\TextureUtil.lua,3
SetClampedTextureRotation,"texture, rotationDegrees",Blizzard_SharedXMLBase\TextureUtil.lua,28
ClearClampedTextureRotation,texture,Blizzard_SharedXMLBase\TextureUtil.lua,77
GetIconForRole,"role, showDisabled",Blizzard_SharedXMLBase\TextureUtil.lua,107
GetIconForRoleEnum,"role, showDisabled",Blizzard_SharedXMLBase\TextureUtil.lua,116
TextureUtil.GetSmallIconForRole,role,Blizzard_SharedXMLBase\TextureUtil.lua,132
TextureUtil.GetSmallIconForRoleEnum,role,Blizzard_SharedXMLBase\TextureUtil.lua,141
GetMicroIconForRole,role,Blizzard_SharedXMLBase\TextureUtil.lua,157
GetMicroIconForRoleEnum,role,Blizzard_SharedXMLBase\TextureUtil.lua,166
GetBackgroundForRole,role,Blizzard_SharedXMLBase\TextureUtil.lua,181
GetBackgroundForRoleEnum,role,Blizzard_SharedXMLBase\TextureUtil.lua,189
GetTexCoordsForOldRoleSmallCircle,role,Blizzard_SharedXMLBase\TextureUtil.lua,199
GetTexCoordsForOldRoleSmallCircleEnum,role,Blizzard_SharedXMLBase\TextureUtil.lua,211
GetTexCoordsByGrid,"xOffset, yOffset, textureWidth, textureHeight, gridWidth, gridHeight",Blizzard_SharedXMLBase\TextureUtil.lua,220
CreateTextureMarkup,"file, fileWidth, fileHeight, width, height, left, right, top, bottom, xOffset, yOffset",Blizzard_SharedXMLBase\TextureUtil.lua,226
CreateSimpleTextureMarkup,"file, width, height, xOffset, yOffset",Blizzard_SharedXMLBase\TextureUtil.lua,242
CreateAtlasMarkup,"atlasName, width, height, offsetX, offsetY, rVertexColor, gVertexColor, bVertexColor",Blizzard_SharedXMLBase\TextureUtil.lua,252
CreateAtlasMarkupWithAtlasSize,"atlasName, offsetX, offsetY, rVertexColor, gVertexColor, bVertexColor, scale",Blizzard_SharedXMLBase\TextureUtil.lua,276
SetupAtlasesOnRegions,"frame, regionsToAtlases, useAtlasSize",Blizzard_SharedXMLBase\TextureUtil.lua,297
GetFinalNameFromTextureKit,"fmt, textureKits",Blizzard_SharedXMLBase\TextureUtil.lua,309
SetupTextureKitOnFrame,"textureKit, frame, fmt, setVisibility, useAtlasSize",Blizzard_SharedXMLBase\TextureUtil.lua,320
SetupTextureKitOnFrames,"textureKit, frames, setVisibilityOfRegions, useAtlasSize",Blizzard_SharedXMLBase\TextureUtil.lua,343
SetupTextureKitOnRegions,"textureKit, frame, regions, setVisibilityOfRegions, useAtlasSize",Blizzard_SharedXMLBase\TextureUtil.lua,356
SetupTextureKits,"textureKitID, frame, regions, setVisibilityOfRegions, useAtlasSize",Blizzard_SharedXMLBase\TextureUtil.lua,371
SetupTextureKitsFromRegionInfo,"textureKit, frame, regionInfoList",Blizzard_SharedXMLBase\TextureUtil.lua,380
GetFinalAtlasFromTextureKitIfExists,"texture, textureKit",Blizzard_SharedXMLBase\TextureUtil.lua,391
CheckSetAtlas,"texture, atlasName, ...",Blizzard_SharedXMLBase\TextureUtil.lua,401
TimedCallbackMixin:SetCheckDelaySeconds,delay,Blizzard_SharedXMLBase\TimedCallback.lua,3
TimedCallbackMixin:Cancel,,Blizzard_SharedXMLBase\TimedCallback.lua,7
TimedCallbackMixin:ClearTimer,,Blizzard_SharedXMLBase\TimedCallback.lua,14
TimedCallbackMixin:RunCallbackAsync,callback,Blizzard_SharedXMLBase\TimedCallback.lua,18
DressUpModelFrameResetButtonMixin:OnLoad,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,4
DressUpModelFrameResetButtonMixin:OnClick,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,8
DressUpModelFrameLinkButtonMixin:OnShow,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,20
DressUpModelFrameLinkButtonMixin:OnHide,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,60
DressUpModelFrameLinkButtonMixin:OnClick,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,64
DressUpModelFrameCloseButtonMixin:OnClick,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,72
DressUpModelFrameCancelButtonMixin:OnClick,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,80
DressUpModelFrameMaximizeMinimizeMixin:OnLoad,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,88
DressUpModelFrameBaseMixin:OnLoad,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,109
DressUpModelFrameBaseMixin:GetLastLink,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,113
DressUpModelFrameBaseMixin:SetLastLink,link,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,117
DressUpModelFrameBaseMixin:OnModelSceneReset,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,121
DressUpModelFrameBaseMixin:SetMode,mode,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,127
DressUpModelFrameBaseMixin:GetMode,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,145
DressUpModelFrameMixin:OnLoad,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,152
DressUpModelFrameMixin:OnShow,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,159
DressUpModelFrameMixin:OnHide,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,164
DressUpModelFrameMixin:OnDressModel,"itemModifiedAppearanceID, invSlot, removed",Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,180
DressUpModelFrameMixin:InitSetSelectionPanel,"setID, setLink",Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,197
DressUpModelFrameMixin:ToggleOutfitDetails,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,204
DressUpModelFrameMixin:ConfigureSize,isMinimized,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,210
DressUpModelFrameMixin:SetShownOutfitDetailsPanel,show,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,231
DressUpModelFrameMixin:ForceOutfitDetailsOn,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,244
SideDressUpModelFrameFrameMixin:OnLoad,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,254
SideDressUpModelFrameFrameMixin:OnShow,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,259
SideDressUpModelFrameFrameMixin:OnHide,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,265
TransmogAndMountDressupFrameMixin:OnLoad,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,274
TransmogAndMountDressupFrameMixin:OnHide,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,284
TransmogAndMountDressupFrameMixin:RemoveWeapons,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,295
TransmogAndMountDressupFrameMixin:CheckButtonOnClick,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,304
TransmogAndMountDressupFrameMixin:OnDressModel,"itemModifiedAppearanceID, invSlot, removed",Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,315
TransmogAndMountDressupFrameMixin:OnUpdate,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,322
DressUpFrameSetSelectionLabelMixin:OnEnter,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,332
DressUpFrameSetSelectionLabelMixin:OnLeave,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,346
DressUpFrameTransmogSetMixin:OnLoad,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,392
DressUpFrameTransmogSetMixin:OnShow,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,418
DressUpFrameTransmogSetMixin:OnHide,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,429
DressUpFrameTransmogSetMixin:SetData,"setID, setLink, setItems",Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,445
DressUpFrameTransmogSetMixin:UpdateTransmogSlot,"itemModifiedAppearanceID, invSlot, removed",Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,477
findPredicate,elementData,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,523
DressUpFrameTransmogSetMixin:Init,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,568
DressUpFrameTransmogSetMixin:CreateSetItemFrame,"setItem, dataProvider",Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,596
DressUpFrameTransmogSetMixin:OnItemSelected,"element, elementData",Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,636
DressUpFrameTransmogSetMixin:RefreshItems,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,640
DressUpFrameTransmogSetMixin:UpdateSelectedAppearance,elementData,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,646
DressUpFrameTransmogSetButtonMixin:InitItem,elementData,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,700
DressUpFrameTransmogSetButtonMixin:Refresh,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,719
DressUpFrameTransmogSetButtonMixin:SetSelected,selected,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,735
DressUpFrameTransmogSetButtonMixin:OnEnter,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,740
DressUpFrameTransmogSetButtonMixin:OnLeave,,Blizzard_SharedXMLGame\DressUpModelFrameMixin.lua,748
CreateLoopingSoundEffectEmitter,"startingSound, loopingSound, endingSound, loopStartDelay, loopEndDelay, loopFadeTime",Blizzard_SharedXMLGame\LoopingSoundEffect.lua,4
LoopingSoundEffectMixin:OnLoad,"startingSound, loopingSound, endingSound, loopStartDelay, loopEndDelay, loopFadeTime",Blizzard_SharedXMLGame\LoopingSoundEffect.lua,10
LoopingSoundEffectMixin:StartLoopingSound,,Blizzard_SharedXMLGame\LoopingSoundEffect.lua,19
LoopingSoundEffectMixin:FinishLoopingSound,,Blizzard_SharedXMLGame\LoopingSoundEffect.lua,32
LoopingSoundEffectMixin:CancelLoopingSound,,Blizzard_SharedXMLGame\LoopingSoundEffect.lua,46
StaticModelInfo.CreateModelSceneEntry,"modelSceneID, effectFileID1, effectFileID2",Blizzard_SharedXMLGame\StaticModelInfo.lua,3
SetUpEffect,"modelScene, tag, effectFileID, stopAnim",Blizzard_SharedXMLGame\StaticModelInfo.lua,11
StaticModelInfo.SetupModelScene,"modelScene, modelSceneInfo, forceUpdate, stopAnim",Blizzard_SharedXMLGame\StaticModelInfo.lua,25
ScriptAnimatedEffectControllerMixin:Init,"modelScene, effectID, source, target, onEffectFinish, onEffectResolution, scaleMultiplier",Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedEffectController.lua,4
ScriptAnimatedEffectControllerMixin:GetEffect,,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedEffectController.lua,21
ScriptAnimatedEffectControllerMixin:GetCurrentEffectID,,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedEffectController.lua,25
ScriptAnimatedEffectControllerMixin:GetInitialEffectID,,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedEffectController.lua,29
ScriptAnimatedEffectControllerMixin:IsSoundEnabled,,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedEffectController.lua,33
ScriptAnimatedEffectControllerMixin:SetSoundEnabled,enabled,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedEffectController.lua,37
ScriptAnimatedEffectControllerMixin:StartEffect,,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedEffectController.lua,41
ScriptAnimatedEffectControllerMixin:DeltaUpdate,elapsedTime,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedEffectController.lua,77
ScriptAnimatedEffectControllerMixin:IsActive,,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedEffectController.lua,107
ScriptAnimatedEffectControllerMixin:CancelLoopingSound,,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedEffectController.lua,111
ScriptAnimatedEffectControllerMixin:FinishLoopingSound,,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedEffectController.lua,117
ScriptAnimatedEffectControllerMixin:FinishEffect,,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedEffectController.lua,123
ScriptAnimatedEffectControllerMixin:CheckResolution,,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedEffectController.lua,151
ScriptAnimatedEffectControllerMixin:RunEffectResolution,cancelled,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedEffectController.lua,157
ScriptAnimatedEffectControllerMixin:RunEffectFinish,cancelled,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedEffectController.lua,163
ScriptAnimatedEffectControllerMixin:SetDynamicOffsets,"pixelX, pixelY, pixelZ",Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedEffectController.lua,171
ScriptAnimatedEffectControllerMixin:UpdateActorDynamicOffsets,,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedEffectController.lua,178
ScriptAnimatedEffectControllerMixin:CancelEffect,,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedEffectController.lua,184
ScriptAnimatedEffectControllerMixin:InternalCancelEffect,skipRemovingController,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedEffectController.lua,188
ScriptAnimatedEffectControllerMixin:BeginBehavior,behavior,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedEffectController.lua,215
ScriptAnimatedModelSceneMixin:OnLoad,,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedModelScene.lua,15
ScriptAnimatedModelSceneMixin:OnShow,,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedModelScene.lua,25
ScriptAnimatedModelSceneMixin:OnHide,,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedModelScene.lua,32
ScriptAnimatedModelSceneMixin:OnSizeChanged,,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedModelScene.lua,38
ScriptAnimatedModelSceneMixin:OnEvent,event,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedModelScene.lua,42
ScriptAnimatedModelSceneMixin:RefreshModelScene,,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedModelScene.lua,48
ScriptAnimatedModelSceneMixin:IsModelSceneSet,,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedModelScene.lua,81
ScriptAnimatedModelSceneMixin:ExecuteOrDelayUntilSceneSet,action,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedModelScene.lua,85
ScriptAnimatedModelSceneMixin:OnUpdate,"elapsed, ...",Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedModelScene.lua,96
ScriptAnimatedModelSceneMixin:SetActiveCamera,...,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedModelScene.lua,121
ScriptAnimatedModelSceneMixin:GetSceneSize,,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedModelScene.lua,127
ScriptAnimatedModelSceneMixin:CalculatePixelsPerSceneUnit,,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedModelScene.lua,133
ScriptAnimatedModelSceneMixin:GetPixelsPerSceneUnit,,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedModelScene.lua,145
ScriptAnimatedModelSceneMixin:AddEffect,"effectID, source, target, onEffectFinish, onEffectResolution, scaleMultiplier",Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedModelScene.lua,149
StartEffectController,,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedModelScene.lua,164
ScriptAnimatedModelSceneMixin:AddDynamicEffect,"dynamicEffectDescription, source, target, onEffectFinish, onEffectResolution, scaleMultiplier",Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedModelScene.lua,161
ScriptAnimatedModelSceneMixin:InternalAddEffect,"effectID, source, target, effectController, scaleMultiplier",Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedModelScene.lua,175
ScriptAnimatedModelSceneMixin:SetEffectSpeed,speed,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedModelScene.lua,194
ScriptAnimatedModelSceneMixin:GetEffectSpeed,,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedModelScene.lua,198
ScriptAnimatedModelSceneMixin:ClearEffects,,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedModelScene.lua,202
ScriptAnimatedModelSceneMixin:HasActiveEffects,,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedModelScene.lua,211
ScriptAnimatedModelSceneMixin:RemoveEffectController,effectControllerToRemove,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedModelScene.lua,215
ScriptAnimatedModelSceneMixin:SetActorPositionFromPixels,"actor, x, y, z",Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedModelScene.lua,224
ScriptAnimatedModelSceneActorMixin:IsActive,,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedModelSceneActor.lua,4
ScriptAnimatedModelSceneActorMixin:GetModelScene,,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedModelSceneActor.lua,9
ScriptAnimatedModelSceneActorMixin:OnFinish,,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedModelSceneActor.lua,13
ScriptAnimatedModelSceneActorMixin:DeltaUpdate,elapsed,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedModelSceneActor.lua,18
GetAngleForModel,"source, target",Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedModelSceneActor.lua,51
ScriptAnimatedModelSceneActorMixin:SetEffect,"effectDescription, source, target, scaleMultiplier",Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedModelSceneActor.lua,62
ScriptAnimatedModelSceneActorMixin:SetDynamicOffsets,"pixelX, pixelY, pixelZ",Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedModelSceneActor.lua,123
ScriptAnimatedModelSceneActorMixin:SetEffectActorOffset,"x, y, z",Blizzard_SharedXMLGame\ScriptedAnimations\ScriptAnimatedModelSceneActor.lua,129
GetDirectionVector,"source, target",Blizzard_SharedXMLGame\ScriptedAnimations\ScriptedAnimationEffects.lua,7
InOutProgress,progress,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptedAnimationEffects.lua,13
GetProgress,"elapsed, duration",Blizzard_SharedXMLGame\ScriptedAnimations\ScriptedAnimationEffects.lua,18
LinearTrajectory,"source, target, elapsed, duration",Blizzard_SharedXMLGame\ScriptedAnimations\ScriptedAnimationEffects.lua,23
GenerateCurveTrajectory,curveMagnitude,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptedAnimationEffects.lua,32
CurveTrajectory,"source, target, elapsed, duration",Blizzard_SharedXMLGame\ScriptedAnimations\ScriptedAnimationEffects.lua,33
RandomCurveTrajectory,"source, target, elapsed, duration",Blizzard_SharedXMLGame\ScriptedAnimations\ScriptedAnimationEffects.lua,58
SourceStaticTrajectory,"source, target, elapsed, duration",Blizzard_SharedXMLGame\ScriptedAnimations\ScriptedAnimationEffects.lua,64
TargetStaticTrajectory,"source, target, elapsed, duration",Blizzard_SharedXMLGame\ScriptedAnimations\ScriptedAnimationEffects.lua,69
HalfwayStaticTrajectory,"source, target, elapsed, duration",Blizzard_SharedXMLGame\ScriptedAnimations\ScriptedAnimationEffects.lua,74
ShakeTargetLight,"effectDescription, source, target, speed",Blizzard_SharedXMLGame\ScriptedAnimations\ScriptedAnimationEffects.lua,80
ShakeUIParent,"effectDescription, source, target, speed",Blizzard_SharedXMLGame\ScriptedAnimations\ScriptedAnimationEffects.lua,86
GenerateRecoilCallback,"magnitude, duration",Blizzard_SharedXMLGame\ScriptedAnimations\ScriptedAnimationEffects.lua,92
RecoilFunction,"effectDescription, source, target, speed",Blizzard_SharedXMLGame\ScriptedAnimations\ScriptedAnimationEffects.lua,93
GenerateKnockbackCallback,"knockbackMagnitude, duration",Blizzard_SharedXMLGame\ScriptedAnimations\ScriptedAnimationEffects.lua,123
KnockbackFunction,"effectDescription, source, target, speed",Blizzard_SharedXMLGame\ScriptedAnimations\ScriptedAnimationEffects.lua,127
GenerateAttackCollisionFunction,pullbackMagnitude,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptedAnimationEffects.lua,140
AttackCollisionFunction,"effectDescription, source, target, speed",Blizzard_SharedXMLGame\ScriptedAnimations\ScriptedAnimationEffects.lua,141
AttackCollisionVariationCallback,"elapsed, duration",Blizzard_SharedXMLGame\ScriptedAnimations\ScriptedAnimationEffects.lua,165
LoadScriptedAnimationEffects,,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptedAnimationEffects.lua,227
ScriptedAnimationEffectsUtil.GetEffectByID,effectID,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptedAnimationEffects.lua,254
ScriptedAnimationEffectsUtil.ReloadDB,,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptedAnimationEffects.lua,258
ScriptedAnimationEffectsDebug.GetDB,,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptedAnimationEffects.lua,265
ScriptedAnimationEffectsDebug.GetAllEffectIDs,,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptedAnimationEffects.lua,269
ScriptedAnimationEffectsDebug.GetBehavior,behavior,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptedAnimationEffects.lua,278
ScriptedAnimationEffectsDebug.GetTrajectory,trajectory,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptedAnimationEffects.lua,282
ScriptedAnimationEffectsDebug.GetEnumFromBehavior,behaviorFunction,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptedAnimationEffects.lua,286
ScriptedAnimationEffectsDebug.GetEnumFromTrajectory,trajectoryFunction,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptedAnimationEffects.lua,296
ScriptedAnimationEffectsDebug.LoadEffectsDBCopy,,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptedAnimationEffects.lua,306
ScriptedAnimationEffectsDebug.RestoreDBCopy,dbCopy,Blizzard_SharedXMLGame\ScriptedAnimations\ScriptedAnimationEffects.lua,310
UseEuropeanNumbers,,Blizzard_SharedXMLGame\Shared\Localization.lua,3
AddSpaceToPlayerListDelimiter,,Blizzard_SharedXMLGame\Shared\Localization.lua,8
TooltipComparisonManager:CreateComparisonItem,tooltipData,Blizzard_SharedXMLGame\Tooltip\TooltipComparisonManager.lua,9
TooltipComparisonManager:Initialize,"tooltip, anchorFrame",Blizzard_SharedXMLGame\Tooltip\TooltipComparisonManager.lua,21
TooltipComparisonManager:Clear,tooltip,Blizzard_SharedXMLGame\Tooltip\TooltipComparisonManager.lua,30
TooltipComparisonManager:AnchorShoppingTooltips,"primaryShown, secondaryShown",Blizzard_SharedXMLGame\Tooltip\TooltipComparisonManager.lua,46
TooltipComparisonManager:CompareItem,"comparisonItem, tooltip, anchorFrame",Blizzard_SharedXMLGame\Tooltip\TooltipComparisonManager.lua,146
TooltipComparisonManager:RefreshItems,,Blizzard_SharedXMLGame\Tooltip\TooltipComparisonManager.lua,163
TooltipComparisonManager:IsComparisonItemDifferent,comparisonItem,Blizzard_SharedXMLGame\Tooltip\TooltipComparisonManager.lua,174
TooltipComparisonManager:CycleItem,,Blizzard_SharedXMLGame\Tooltip\TooltipComparisonManager.lua,190
TooltipComparisonManager:GetSecondaryItem,,Blizzard_SharedXMLGame\Tooltip\TooltipComparisonManager.lua,197
TooltipComparisonManager:GetComparisonItemData,displayedItem,Blizzard_SharedXMLGame\Tooltip\TooltipComparisonManager.lua,206
TooltipComparisonManager:SetItemTooltip,isPrimaryTooltip,Blizzard_SharedXMLGame\Tooltip\TooltipComparisonManager.lua,217
TooltipComparisonManager:CompareAzeritePower,"azeritePowerID, owningItemLink, tooltip, anchorFrame",Blizzard_SharedXMLGame\Tooltip\TooltipComparisonManager.lua,316
TooltipComparisonManager:GetAzeritePowerComparisonInfo,"azeritePowerID, owningItemLink",Blizzard_SharedXMLGame\Tooltip\TooltipComparisonManager.lua,340
InternalAddCall,"tbl, keyType, func",Blizzard_SharedXMLGame\Tooltip\TooltipDataHandler.lua,33
MakeSecureCalls,"funcTbl, canTerminate, ...",Blizzard_SharedXMLGame\Tooltip\TooltipDataHandler.lua,45
MakeInsecureCalls,"funcTbl, canTerminate, ...",Blizzard_SharedXMLGame\Tooltip\TooltipDataHandler.lua,56
ProcessSecureCalls,"tbl, canTerminate, keyType, ...",Blizzard_SharedXMLGame\Tooltip\TooltipDataHandler.lua,68
ProcessInsecureCalls,"tbl, canTerminate, keyType, ...",Blizzard_SharedXMLGame\Tooltip\TooltipDataHandler.lua,77
ProcessTooltipPreCalls,"tooltipType, ...",Blizzard_SharedXMLGame\Tooltip\TooltipDataHandler.lua,123
ProcessTooltipPostCalls,"tooltipType, ...",Blizzard_SharedXMLGame\Tooltip\TooltipDataHandler.lua,135
ProcessLinePreCalls,"lineType, ...",Blizzard_SharedXMLGame\Tooltip\TooltipDataHandler.lua,147
ProcessLinePostCalls,"lineType, ...",Blizzard_SharedXMLGame\Tooltip\TooltipDataHandler.lua,159
AddCall,"callType, keyType, func",Blizzard_SharedXMLGame\Tooltip\TooltipDataHandler.lua,175
InsecureCallback,...,Blizzard_SharedXMLGame\Tooltip\TooltipDataHandler.lua,181
TooltipDataProcessor.AddTooltipPreCall,"tooltipType, func",Blizzard_SharedXMLGame\Tooltip\TooltipDataHandler.lua,189
TooltipDataProcessor.AddTooltipPostCall,"tooltipType, func",Blizzard_SharedXMLGame\Tooltip\TooltipDataHandler.lua,193
TooltipDataProcessor.AddLinePreCall,"lineType, func",Blizzard_SharedXMLGame\Tooltip\TooltipDataHandler.lua,197
TooltipDataProcessor.AddLinePostCall,"lineType, func",Blizzard_SharedXMLGame\Tooltip\TooltipDataHandler.lua,201
CreateBaseTooltipInfo,"getterName, ...",Blizzard_SharedXMLGame\Tooltip\TooltipDataHandler.lua,224
TooltipDataHandlerMixin:ProcessInfo,info,Blizzard_SharedXMLGame\Tooltip\TooltipDataHandler.lua,234
TooltipDataHandlerMixin:InternalProcessInfo,info,Blizzard_SharedXMLGame\Tooltip\TooltipDataHandler.lua,238
TooltipDataHandlerMixin:ProcessLines,,Blizzard_SharedXMLGame\Tooltip\TooltipDataHandler.lua,299
TooltipDataHandlerMixin:ProcessLineData,"lineData, excludeLines, linePreCall, linePostCall",Blizzard_SharedXMLGame\Tooltip\TooltipDataHandler.lua,309
TooltipDataHandlerMixin:AddLineDataText,lineData,Blizzard_SharedXMLGame\Tooltip\TooltipDataHandler.lua,328
TooltipDataHandlerMixin:ClearHandlerInfo,,Blizzard_SharedXMLGame\Tooltip\TooltipDataHandler.lua,343
TooltipDataHandlerMixin:RebuildFromTooltipInfo,,Blizzard_SharedXMLGame\Tooltip\TooltipDataHandler.lua,348
TooltipDataHandlerMixin:GetPrimaryTooltipInfo,,Blizzard_SharedXMLGame\Tooltip\TooltipDataHandler.lua,383
TooltipDataHandlerMixin:GetProcessingTooltipInfo,,Blizzard_SharedXMLGame\Tooltip\TooltipDataHandler.lua,387
TooltipDataHandlerMixin:SetInfoBackdropStyle,backdropStyle,Blizzard_SharedXMLGame\Tooltip\TooltipDataHandler.lua,391
